entity1,entity2,sentence
forces,dispersées,Le siège d'Angband fut rapidement brisé et les forces des Elfes furent dispersées.
royaumes,forces,"L'assaut de Morgoth fut si rapide et écrasant que les différents royaumes elfiques furent incapables de rassembler leurs forces dans une sorte de front unifié, et en tant que tel, Morgoth pu alors engager les forces elfiques de manière fragmentaire, émoussant considérablement l'efficacité de toute résistance."
royaumes,résistance,"L'assaut de Morgoth fut si rapide et écrasant que les différents royaumes elfiques furent incapables de rassembler leurs forces dans une sorte de front unifié, et en tant que tel, Morgoth pu alors engager les forces elfiques de manière fragmentaire, émoussant considérablement l'efficacité de toute résistance."
royaumes,manière,"L'assaut de Morgoth fut si rapide et écrasant que les différents royaumes elfiques furent incapables de rassembler leurs forces dans une sorte de front unifié, et en tant que tel, Morgoth pu alors engager les forces elfiques de manière fragmentaire, émoussant considérablement l'efficacité de toute résistance."
royaumes,assaut,"L'assaut de Morgoth fut si rapide et écrasant que les différents royaumes elfiques furent incapables de rassembler leurs forces dans une sorte de front unifié, et en tant que tel, Morgoth pu alors engager les forces elfiques de manière fragmentaire, émoussant considérablement l'efficacité de toute résistance."
assaut,forces,"L'assaut de Morgoth fut si rapide et écrasant que les différents royaumes elfiques furent incapables de rassembler leurs forces dans une sorte de front unifié, et en tant que tel, Morgoth pu alors engager les forces elfiques de manière fragmentaire, émoussant considérablement l'efficacité de toute résistance."
assaut,royaumes,"L'assaut de Morgoth fut si rapide et écrasant que les différents royaumes elfiques furent incapables de rassembler leurs forces dans une sorte de front unifié, et en tant que tel, Morgoth pu alors engager les forces elfiques de manière fragmentaire, émoussant considérablement l'efficacité de toute résistance."
assaut,résistance,"L'assaut de Morgoth fut si rapide et écrasant que les différents royaumes elfiques furent incapables de rassembler leurs forces dans une sorte de front unifié, et en tant que tel, Morgoth pu alors engager les forces elfiques de manière fragmentaire, émoussant considérablement l'efficacité de toute résistance."
assaut,manière,"L'assaut de Morgoth fut si rapide et écrasant que les différents royaumes elfiques furent incapables de rassembler leurs forces dans une sorte de front unifié, et en tant que tel, Morgoth pu alors engager les forces elfiques de manière fragmentaire, émoussant considérablement l'efficacité de toute résistance."
fingon,justesse,"Malgré les difficultés qui se présentaient à eux, Fingon et Fingolfin parvinrent, de justesse, à défendre l'Hithlum contre l'assaut de Morgoth grâce notamment aux Montagnes qui les entouraient et qui créaient une barrière efficace contre les incendies de Morgoth."
fingon,montagnes,"Malgré les difficultés qui se présentaient à eux, Fingon et Fingolfin parvinrent, de justesse, à défendre l'Hithlum contre l'assaut de Morgoth grâce notamment aux Montagnes qui les entouraient et qui créaient une barrière efficace contre les incendies de Morgoth."
fingon,parvinrent,"Malgré les difficultés qui se présentaient à eux, Fingon et Fingolfin parvinrent, de justesse, à défendre l'Hithlum contre l'assaut de Morgoth grâce notamment aux Montagnes qui les entouraient et qui créaient une barrière efficace contre les incendies de Morgoth."
fingon,assaut,"Malgré les difficultés qui se présentaient à eux, Fingon et Fingolfin parvinrent, de justesse, à défendre l'Hithlum contre l'assaut de Morgoth grâce notamment aux Montagnes qui les entouraient et qui créaient une barrière efficace contre les incendies de Morgoth."
fingon,hithlum,"Malgré les difficultés qui se présentaient à eux, Fingon et Fingolfin parvinrent, de justesse, à défendre l'Hithlum contre l'assaut de Morgoth grâce notamment aux Montagnes qui les entouraient et qui créaient une barrière efficace contre les incendies de Morgoth."
fingon,difficultés,"Malgré les difficultés qui se présentaient à eux, Fingon et Fingolfin parvinrent, de justesse, à défendre l'Hithlum contre l'assaut de Morgoth grâce notamment aux Montagnes qui les entouraient et qui créaient une barrière efficace contre les incendies de Morgoth."
fingon,incendies,"Malgré les difficultés qui se présentaient à eux, Fingon et Fingolfin parvinrent, de justesse, à défendre l'Hithlum contre l'assaut de Morgoth grâce notamment aux Montagnes qui les entouraient et qui créaient une barrière efficace contre les incendies de Morgoth."
sindar,nombre,"Les Elfes furent complètement chassés des forêts de Dorthonion, et de nombreux Sindar abandonnèrent complètement la guerre et se rendirent à Doriath."
sindar,donnèrent,"Les Elfes furent complètement chassés des forêts de Dorthonion, et de nombreux Sindar abandonnèrent complètement la guerre et se rendirent à Doriath."
sindar,dorthonion,"Les Elfes furent complètement chassés des forêts de Dorthonion, et de nombreux Sindar abandonnèrent complètement la guerre et se rendirent à Doriath."
ñoldor,guérison,"Croyant que les Ñoldor avaient été vaincus au-delà de tout espoir de guérison, il chevaucha seul de Hithlum jusqu'aux portes d'Angband dans une colère si puissante qu'on dit qu'il ressemblait à Oromë lui-même."
ñoldor,hithlum,"Croyant que les Ñoldor avaient été vaincus au-delà de tout espoir de guérison, il chevaucha seul de Hithlum jusqu'aux portes d'Angband dans une colère si puissante qu'on dit qu'il ressemblait à Oromë lui-même."
ñoldor,portes,"Croyant que les Ñoldor avaient été vaincus au-delà de tout espoir de guérison, il chevaucha seul de Hithlum jusqu'aux portes d'Angband dans une colère si puissante qu'on dit qu'il ressemblait à Oromë lui-même."
ñoldor,chevaucha,"Croyant que les Ñoldor avaient été vaincus au-delà de tout espoir de guérison, il chevaucha seul de Hithlum jusqu'aux portes d'Angband dans une colère si puissante qu'on dit qu'il ressemblait à Oromë lui-même."
cicatrices,blessure,"De plus, la douleur liée à ses sept blessures ne s'effaça jamais, les cicatrices ne furent jamais guéries."
cicatrices,guéries,"De plus, la douleur liée à ses sept blessures ne s'effaça jamais, les cicatrices ne furent jamais guéries."
pertes,nombre,"Bien qu'il savait que sa victoire avait été relativement décisive, ses propres pertes été aussi nombreuses que les pertes accumulées par les Elfes."
tête,poitrine,Les Silmarils brûlant devinrent si lourds que la tête de Morgoth s'affaissa sur sa poitrine provoquant sa chute de son trône.
tête,lourds,Les Silmarils brûlant devinrent si lourds que la tête de Morgoth s'affaissa sur sa poitrine provoquant sa chute de son trône.
tête,chute,Les Silmarils brûlant devinrent si lourds que la tête de Morgoth s'affaissa sur sa poitrine provoquant sa chute de son trône.
couteau,bijou,"Et lorsque qu'il tenta de détacher le deuxième bijou, son couteau se cassa et un éclat vint frapper le visage de Morgoth qui commença à se réveiller."
couteau,commença,"Et lorsque qu'il tenta de détacher le deuxième bijou, son couteau se cassa et un éclat vint frapper le visage de Morgoth qui commença à se réveiller."
couteau,frappe,"Et lorsque qu'il tenta de détacher le deuxième bijou, son couteau se cassa et un éclat vint frapper le visage de Morgoth qui commença à se réveiller."
couteau,visage,"Et lorsque qu'il tenta de détacher le deuxième bijou, son couteau se cassa et un éclat vint frapper le visage de Morgoth qui commença à se réveiller."
couteau,réveille,"Et lorsque qu'il tenta de détacher le deuxième bijou, son couteau se cassa et un éclat vint frapper le visage de Morgoth qui commença à se réveiller."
arrivée,nírnaeth,L'arrivée des Elfes aux portes d'Angband lança la bataille de Nírnaeth Arnoediad.
arrivée,bataille,L'arrivée des Elfes aux portes d'Angband lança la bataille de Nírnaeth Arnoediad.
arrivée,portes,L'arrivée des Elfes aux portes d'Angband lança la bataille de Nírnaeth Arnoediad.
bataille,compte,"En fin de compte, la bataille fut une victoire totale et décisive pour Morgoth."
royaumes,forces,"Tous les grands royaumes des Ñoldor en Beleriand, à l'exception de Gondolin et Nargothrond, furent détruits, et Hithlum fut enfin conquis par les forces de Morgoth."
royaumes,ñoldor,"Tous les grands royaumes des Ñoldor en Beleriand, à l'exception de Gondolin et Nargothrond, furent détruits, et Hithlum fut enfin conquis par les forces de Morgoth."
royaumes,hithlum,"Tous les grands royaumes des Ñoldor en Beleriand, à l'exception de Gondolin et Nargothrond, furent détruits, et Hithlum fut enfin conquis par les forces de Morgoth."
royaumes,beleriand,"Tous les grands royaumes des Ñoldor en Beleriand, à l'exception de Gondolin et Nargothrond, furent détruits, et Hithlum fut enfin conquis par les forces de Morgoth."
turgon,happa,"Turgon échappa de peu aux griffes de Morgoth grâce à la valeur de Húrin, Huor et leurs hommes."
turgon,valeur,"Turgon échappa de peu aux griffes de Morgoth grâce à la valeur de Húrin, Huor et leurs hommes."
enfants,thangorodrim,"Húrin fut enchaîné au sommet du Thangorodrim, condamné à voir ses terres natales sombrer sous l'emprise de Morgoth et ses deux enfants tomber dans la folie et ceux jusqu'à que Morgoth décide de le laisser partir."
enfants,condamné,"Húrin fut enchaîné au sommet du Thangorodrim, condamné à voir ses terres natales sombrer sous l'emprise de Morgoth et ses deux enfants tomber dans la folie et ceux jusqu'à que Morgoth décide de le laisser partir."
enfants,terres,"Húrin fut enchaîné au sommet du Thangorodrim, condamné à voir ses terres natales sombrer sous l'emprise de Morgoth et ses deux enfants tomber dans la folie et ceux jusqu'à que Morgoth décide de le laisser partir."
turgon,nírnaeth,"Et depuis que Turgon avait échappé au massacre de Nírnaeth Arnoediad, Morgoth n'avait qu'un seul objectif : trouver et détruire la cité de Gondolin dans laquelle résidait et régnait l'Elfe."
turgon,trouve,"Et depuis que Turgon avait échappé au massacre de Nírnaeth Arnoediad, Morgoth n'avait qu'un seul objectif : trouver et détruire la cité de Gondolin dans laquelle résidait et régnait l'Elfe."
forces,offerte,"Avec les informations offerte par Maeglin, les forces de Morgoth purent avancer sans être repérées."
forces,maeglin,"Avec les informations offerte par Maeglin, les forces de Morgoth purent avancer sans être repérées."
forces,repérées,"Avec les informations offerte par Maeglin, les forces de Morgoth purent avancer sans être repérées."
forces,informations,"Avec les informations offerte par Maeglin, les forces de Morgoth purent avancer sans être repérées."
garde,montagnes,Elles marchaient sur la cité pendant une période de fêtes et sur les Montagnes où la garde était moins vigilante.
garde,fête,Elles marchaient sur la cité pendant une période de fêtes et sur les Montagnes où la garde était moins vigilante.
royaumes,balar,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
royaumes,ñoldor,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
royaumes,survivants,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
royaumes,bouches,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
royaumes,eärendil,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
royaumes,sirion,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
royaumes,triomphe,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
royaumes,tombés,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
triomphe,balar,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
triomphe,royaumes,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
triomphe,ñoldor,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
triomphe,survivants,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
triomphe,bouches,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
triomphe,eärendil,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
triomphe,sirion,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
triomphe,tombés,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
tombés,balar,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
tombés,royaumes,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
tombés,ñoldor,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
tombés,survivants,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
tombés,bouches,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
tombés,eärendil,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
tombés,sirion,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
tombés,triomphe,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace."
compassion,ñoldor,"Incapable de comprendre la compassion, Morgoth ne s'attendait pas à ce que les Valar aident un jour les Ñoldor après leurs mauvaises actions, et ne prévoyait pas l'assaut d'Aman."
compassion,mauvaises,"Incapable de comprendre la compassion, Morgoth ne s'attendait pas à ce que les Valar aident un jour les Ñoldor après leurs mauvaises actions, et ne prévoyait pas l'assaut d'Aman."
compassion,assaut,"Incapable de comprendre la compassion, Morgoth ne s'attendait pas à ce que les Valar aident un jour les Ñoldor après leurs mauvaises actions, et ne prévoyait pas l'assaut d'Aman."
forces,vaincues,"À la fin, les forces de Morgoth furent vaincues."
eärendil,aigles,"Mais alors, Eärendil vint, à bord de son navire, le Vingilot, accompagné de Thorondor et de tous les Aigles, et il parvint à tuer Ancalagon le Noir, le plus grand des Dragons de Morgoth."
eärendil,ancalagon,"Mais alors, Eärendil vint, à bord de son navire, le Vingilot, accompagné de Thorondor et de tous les Aigles, et il parvint à tuer Ancalagon le Noir, le plus grand des Dragons de Morgoth."
eärendil,vingilot,"Mais alors, Eärendil vint, à bord de son navire, le Vingilot, accompagné de Thorondor et de tous les Aigles, et il parvint à tuer Ancalagon le Noir, le plus grand des Dragons de Morgoth."
eärendil,dragons,"Mais alors, Eärendil vint, à bord de son navire, le Vingilot, accompagné de Thorondor et de tous les Aigles, et il parvint à tuer Ancalagon le Noir, le plus grand des Dragons de Morgoth."
eärendil,thorondor,"Mais alors, Eärendil vint, à bord de son navire, le Vingilot, accompagné de Thorondor et de tous les Aigles, et il parvint à tuer Ancalagon le Noir, le plus grand des Dragons de Morgoth."
prophétie,voix,Une prophétie prévoit même que Melkor pourrait sortir du vide et faire entendre sa voix comme un murmure silencieux qui aurait pour but de tenter les enfants d'Eru vers le mal.
prophétie,enfants,Une prophétie prévoit même que Melkor pourrait sortir du vide et faire entendre sa voix comme un murmure silencieux qui aurait pour but de tenter les enfants d'Eru vers le mal.
prophétie,murmure,Une prophétie prévoit même que Melkor pourrait sortir du vide et faire entendre sa voix comme un murmure silencieux qui aurait pour but de tenter les enfants d'Eru vers le mal.
ainur,apparences,Les Ainur décidèrent de choisir leur apparences en fonction de leur humeur et de leur puissance.
ainur,humeur,Les Ainur décidèrent de choisir leur apparences en fonction de leur humeur et de leur puissance.
arrivée,maia,"Au début, avant l'arrivée de Tulkas, Morgoth était si puissant qu'il pouvait battre tous les Valar et Maiar d'Arda."
arrivée,tulkas,"Au début, avant l'arrivée de Tulkas, Morgoth était si puissant qu'il pouvait battre tous les Valar et Maiar d'Arda."
plupart,trahison,"La plupart de ses actes en Arda furent accomplis par la trahison, la manipulation et les mensonges."
plupart,actes,"La plupart de ses actes en Arda furent accomplis par la trahison, la manipulation et les mensonges."
plupart,mensonges,"La plupart de ses actes en Arda furent accomplis par la trahison, la manipulation et les mensonges."
plupart,manipulation,"La plupart de ses actes en Arda furent accomplis par la trahison, la manipulation et les mensonges."
actes,passaient,"Cependant, en tant qu'être impitoyable, les actes de compassion, de miséricorde ou de pitié dépassaient entièrement sa compréhension."
actes,compassion,"Cependant, en tant qu'être impitoyable, les actes de compassion, de miséricorde ou de pitié dépassaient entièrement sa compréhension."
actes,compréhension,"Cependant, en tant qu'être impitoyable, les actes de compassion, de miséricorde ou de pitié dépassaient entièrement sa compréhension."
actes,miséricorde,"Cependant, en tant qu'être impitoyable, les actes de compassion, de miséricorde ou de pitié dépassaient entièrement sa compréhension."
compréhension,passaient,"Cependant, en tant qu'être impitoyable, les actes de compassion, de miséricorde ou de pitié dépassaient entièrement sa compréhension."
compréhension,compassion,"Cependant, en tant qu'être impitoyable, les actes de compassion, de miséricorde ou de pitié dépassaient entièrement sa compréhension."
compréhension,actes,"Cependant, en tant qu'être impitoyable, les actes de compassion, de miséricorde ou de pitié dépassaient entièrement sa compréhension."
compréhension,miséricorde,"Cependant, en tant qu'être impitoyable, les actes de compassion, de miséricorde ou de pitié dépassaient entièrement sa compréhension."
enfants,ainur,"Dans l'un des premiers concepts de Tolkien, les Enfants des Ainur, Morgoth avait un fils du nom de Kosomot, plus tard nommé Gothmog, avec une ogresse, Fuithluin.[19] Nienna, la Vala du Deuil, était censée être la sœur de Manwë et de Melkor."
enfants,deuil,"Dans l'un des premiers concepts de Tolkien, les Enfants des Ainur, Morgoth avait un fils du nom de Kosomot, plus tard nommé Gothmog, avec une ogresse, Fuithluin.[19] Nienna, la Vala du Deuil, était censée être la sœur de Manwë et de Melkor."
enfants,kosomot,"Dans l'un des premiers concepts de Tolkien, les Enfants des Ainur, Morgoth avait un fils du nom de Kosomot, plus tard nommé Gothmog, avec une ogresse, Fuithluin.[19] Nienna, la Vala du Deuil, était censée être la sœur de Manwë et de Melkor."
bataille,armées,"Dans Le Hobbit : La Bataille des Cinq Armées, lors de l'attaque de Dol Guldur, après qu'Elrond et Saroumane aient vaincu les Nazgûl, Sauron apparait et ressuscite ses serviteurs."
bataille,serviteurs,"Dans Le Hobbit : La Bataille des Cinq Armées, lors de l'attaque de Dol Guldur, après qu'Elrond et Saroumane aient vaincu les Nazgûl, Sauron apparait et ressuscite ses serviteurs."
communauté,troupe,"Dans la communauté de l'Anneau, lorsque la Communauté rencontre les troupes de gobelins dans la Moria, après être entré dans la tombe de Balin, ils font face à un rugissement profond et à une apparition de colonnes de flammes."
communauté,gobelins,"Dans la communauté de l'Anneau, lorsque la Communauté rencontre les troupes de gobelins dans la Moria, après être entré dans la tombe de Balin, ils font face à un rugissement profond et à une apparition de colonnes de flammes."
communauté,moria,"Dans la communauté de l'Anneau, lorsque la Communauté rencontre les troupes de gobelins dans la Moria, après être entré dans la tombe de Balin, ils font face à un rugissement profond et à une apparition de colonnes de flammes."
communauté,rencontre,"Dans la communauté de l'Anneau, lorsque la Communauté rencontre les troupes de gobelins dans la Moria, après être entré dans la tombe de Balin, ils font face à un rugissement profond et à une apparition de colonnes de flammes."
communauté,balin,"Dans la communauté de l'Anneau, lorsque la Communauté rencontre les troupes de gobelins dans la Moria, après être entré dans la tombe de Balin, ils font face à un rugissement profond et à une apparition de colonnes de flammes."
tauriel,j.r.r,"Tauriel est un personnage non canonique, c’est-à-dire qui n'a pas été inventé par J.R.R. Tolkien, mais pour la trilogie de films Le Hobbit de Peter Jackson."
tauriel,est-à-dire,"Tauriel est un personnage non canonique, c’est-à-dire qui n'a pas été inventé par J.R.R. Tolkien, mais pour la trilogie de films Le Hobbit de Peter Jackson."
tauriel,canonique,"Tauriel est un personnage non canonique, c’est-à-dire qui n'a pas été inventé par J.R.R. Tolkien, mais pour la trilogie de films Le Hobbit de Peter Jackson."
tauriel,films,"Tauriel est un personnage non canonique, c’est-à-dire qui n'a pas été inventé par J.R.R. Tolkien, mais pour la trilogie de films Le Hobbit de Peter Jackson."
tauriel,jackson,"Tauriel est un personnage non canonique, c’est-à-dire qui n'a pas été inventé par J.R.R. Tolkien, mais pour la trilogie de films Le Hobbit de Peter Jackson."
nains,débarrasse,Elle sauve Kíli après que les Nains aient été pris en embuscade par des Araignées Géantes alors qu'elle était en train de mener une série de missions pour débarrasser la Forêt Noire de leur présence croissante.
nains,présence,Elle sauve Kíli après que les Nains aient été pris en embuscade par des Araignées Géantes alors qu'elle était en train de mener une série de missions pour débarrasser la Forêt Noire de leur présence croissante.
nains,missions,Elle sauve Kíli après que les Nains aient été pris en embuscade par des Araignées Géantes alors qu'elle était en train de mener une série de missions pour débarrasser la Forêt Noire de leur présence croissante.
nains,embuscade,Elle sauve Kíli après que les Nains aient été pris en embuscade par des Araignées Géantes alors qu'elle était en train de mener une série de missions pour débarrasser la Forêt Noire de leur présence croissante.
tauriel,devint,"Là, Tauriel devint curieuse de la pierre de Kíli et ils parlèrent pendant un moment."
thranduil,disa,"Plus tard, Thranduil entra en désaccord avec Tauriel, lui disant qu'en tant que capitaine de la garde, elle devait chasser les Araignées Géantes sans chercher à les traquer au-delà de la Forêt."
thranduil,tauriel,"Plus tard, Thranduil entra en désaccord avec Tauriel, lui disant qu'en tant que capitaine de la garde, elle devait chasser les Araignées Géantes sans chercher à les traquer au-delà de la Forêt."
thranduil,garde,"Plus tard, Thranduil entra en désaccord avec Tauriel, lui disant qu'en tant que capitaine de la garde, elle devait chasser les Araignées Géantes sans chercher à les traquer au-delà de la Forêt."
thranduil,désaccord,"Plus tard, Thranduil entra en désaccord avec Tauriel, lui disant qu'en tant que capitaine de la garde, elle devait chasser les Araignées Géantes sans chercher à les traquer au-delà de la Forêt."
thranduil,espoirs,"Un peu plus tard, le roi mentionne alors que Legolas, son fils, s'est attaché à elle mais que ça ne servait à rien de lui donner de faux espoirs, car Thranduil ne permettrait pas à son fils d'avoir des rapports ""plus que professionnels"" avec elle."
thranduil,permettra,"Un peu plus tard, le roi mentionne alors que Legolas, son fils, s'est attaché à elle mais que ça ne servait à rien de lui donner de faux espoirs, car Thranduil ne permettrait pas à son fils d'avoir des rapports ""plus que professionnels"" avec elle."
nains,troupe,"Lorsque les Nains s'échappèrent, Tauriel et Legolas menèrent une bande de gardes elfes au combat alors que Bolg et ses troupes arrivaient pour attaquer les Nains."
nains,arrivaient,"Lorsque les Nains s'échappèrent, Tauriel et Legolas menèrent une bande de gardes elfes au combat alors que Bolg et ses troupes arrivaient pour attaquer les Nains."
nains,tauriel,"Lorsque les Nains s'échappèrent, Tauriel et Legolas menèrent une bande de gardes elfes au combat alors que Bolg et ses troupes arrivaient pour attaquer les Nains."
nains,garde,"Lorsque les Nains s'échappèrent, Tauriel et Legolas menèrent une bande de gardes elfes au combat alors que Bolg et ses troupes arrivaient pour attaquer les Nains."
narzug,morgul,"Narzug se montra moqueur envers Tauriel à propos de la mort imminente de Kíli d'une flèche de Morgul, ce qui la mit en colère."
narzug,tauriel,"Narzug se montra moqueur envers Tauriel à propos de la mort imminente de Kíli d'une flèche de Morgul, ce qui la mit en colère."
tauriel,problèmes,"Cependant, Tauriel insista sur le fait que le combat extérieur les impliquait désormais aussi, et soutint que les politiques isolationnistes du roi les aveuglaient des problèmes plus vastes affectant toute la Terre du Milieu."
tauriel,vastes,"Cependant, Tauriel insista sur le fait que le combat extérieur les impliquait désormais aussi, et soutint que les politiques isolationnistes du roi les aveuglaient des problèmes plus vastes affectant toute la Terre du Milieu."
tauriel,blessure,"Alors que Legolas pourchasse Bolg, Tauriel prend des feuilles d'Athelas obtenues par Bofur et les utilise pour soigner les blessures de Kíli, tout en chantant en Sindarin."
tauriel,bofur,"Alors que Legolas pourchasse Bolg, Tauriel prend des feuilles d'Athelas obtenues par Bofur et les utilise pour soigner les blessures de Kíli, tout en chantant en Sindarin."
tauriel,pourchasse,"Alors que Legolas pourchasse Bolg, Tauriel prend des feuilles d'Athelas obtenues par Bofur et les utilise pour soigner les blessures de Kíli, tout en chantant en Sindarin."
